,artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0,Bob Dylan,Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,audio_features,spotify:track:3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/tracks/3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/audio-analysis/3AhXZa8sUQht0UEdBJgpGc,369600,4
1,The Rolling Stones,(I Can't Get No) Satisfaction,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4
2,The Beach Boys,Good Vibrations,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,audio_features,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/tracks/5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/audio-analysis/5t9KYe0Fhd5cW6UYT4qP8f,219027,4
3,Nirvana,Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4
4,Aretha Franklin,Respect,7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4
5,Chuck Berry,Johnny B. Goode,2QfiRTz5Yc8DdShCxG1tB2,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,audio_features,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/tracks/2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/audio-analysis/2QfiRTz5Yc8DdShCxG1tB2,161560,4
6,Otis Redding,Sittin' on the Dock of the Bay,3zBhihYUHBmGd2bcQIobrF,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,audio_features,spotify:track:3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF,163756,4
7,Marvin Gaye,I Heard It Through the Grapevine,1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,audio_features,spotify:track:1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/tracks/1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,194293,4
8,Led Zeppelin,Stairway to Heaven,5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
9,Sex Pistols,Anarchy in the U.K.,3LoDeIbiR12sAznmpNEmKA,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,audio_features,spotify:track:3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/tracks/3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/audio-analysis/3LoDeIbiR12sAznmpNEmKA,211973,4
10,The Kingsmen,Louie Louie,0iA3xXSkSCiJywKyo1UKjQ,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,audio_features,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/tracks/0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/audio-analysis/0iA3xXSkSCiJywKyo1UKjQ,165381,4
11,The Ronettes,Be My Baby,1WN4uNclrDuczTO3bCr8s1,0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639,audio_features,spotify:track:1WN4uNclrDuczTO3bCr8s1,https://api.spotify.com/v1/tracks/1WN4uNclrDuczTO3bCr8s1,https://api.spotify.com/v1/audio-analysis/1WN4uNclrDuczTO3bCr8s1,160907,4
12,The Who,My Generation,4u9f8hqstB7iITDJNzKhQx,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,audio_features,spotify:track:4u9f8hqstB7iITDJNzKhQx,https://api.spotify.com/v1/tracks/4u9f8hqstB7iITDJNzKhQx,https://api.spotify.com/v1/audio-analysis/4u9f8hqstB7iITDJNzKhQx,198707,4
13,Grandmaster Flash and The Furious Five,The Message,5DuTNKFEjJIySAyJH1yNDU,0.947,0.607,10,-10.58,0,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,audio_features,spotify:track:5DuTNKFEjJIySAyJH1yNDU,https://api.spotify.com/v1/tracks/5DuTNKFEjJIySAyJH1yNDU,https://api.spotify.com/v1/audio-analysis/5DuTNKFEjJIySAyJH1yNDU,431800,4
14,Elvis Presley,Heartbreak Hotel,1iUgrte2PxLxQ6Te95RnAV,0.695,0.295,9,-8.672,1,0.0609,0.843,1.58e-06,0.0856,0.732,93.574,audio_features,spotify:track:1iUgrte2PxLxQ6Te95RnAV,https://api.spotify.com/v1/tracks/1iUgrte2PxLxQ6Te95RnAV,https://api.spotify.com/v1/audio-analysis/1iUgrte2PxLxQ6Te95RnAV,127960,4
15,The Beatles,Strawberry Fields Forever,3Am0IbOxmvlSXro7N5iSfZ,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/tracks/3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/audio-analysis/3Am0IbOxmvlSXro7N5iSfZ,247320,4
16,The Kinks,You Really Got Me,6tZdL3Zp8JgrfDbsSeSV1S,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,audio_features,spotify:track:6tZdL3Zp8JgrfDbsSeSV1S,https://api.spotify.com/v1/tracks/6tZdL3Zp8JgrfDbsSeSV1S,https://api.spotify.com/v1/audio-analysis/6tZdL3Zp8JgrfDbsSeSV1S,133933,4
17,The Beatles,A Day in the Life,0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,audio_features,spotify:track:0hKRSZhUGEhKU6aNSPBACZ,https://api.spotify.com/v1/tracks/0hKRSZhUGEhKU6aNSPBACZ,https://api.spotify.com/v1/audio-analysis/0hKRSZhUGEhKU6aNSPBACZ,337413,4
18,Joy Division,Love Will Tear Us Apart,34iOH7LY3vme5rQxsVILZ4,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,audio_features,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453,4
19,Marvin Gaye,What's Going On,7qbpek8DcWai8wRhVOra2f,0.559,0.813,1,-7.408,0,0.0696,0.294,0.000493,0.268,0.83,101.538,audio_features,spotify:track:7qbpek8DcWai8wRhVOra2f,https://api.spotify.com/v1/tracks/7qbpek8DcWai8wRhVOra2f,https://api.spotify.com/v1/audio-analysis/7qbpek8DcWai8wRhVOra2f,234000,4
20,The Beatles,I Want to Hold Your Hand,4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,audio_features,spotify:track:4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/tracks/4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/audio-analysis/4pbG9SUmWIvsROVLF0zF9s,145747,4
21,Ike and Tina Turner,River Deep Mountain High,44BmNSqH9uZV5OfIjGcER3,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,audio_features,spotify:track:44BmNSqH9uZV5OfIjGcER3,https://api.spotify.com/v1/tracks/44BmNSqH9uZV5OfIjGcER3,https://api.spotify.com/v1/audio-analysis/44BmNSqH9uZV5OfIjGcER3,214880,4
22,Sex Pistols,God Save the Queen,6ui6l3ZNvlrGQZArwo8195,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,audio_features,spotify:track:6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/tracks/6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/audio-analysis/6ui6l3ZNvlrGQZArwo8195,200080,4
23,The Righteous Brothers,You've Lost That Lovin' Feelin',6AeyHqzNHJthYJbn0tvJ4b,0.369,0.305,1,-14.303,1,0.0267,0.522,0.0,0.0579,0.376,94.791,audio_features,spotify:track:6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/tracks/6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/audio-analysis/6AeyHqzNHJthYJbn0tvJ4b,226453,4
24,Bruce Springsteen,Born to Run,6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,audio_features,spotify:track:6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/tracks/6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/audio-analysis/6hTcuIQa0sxrrByu9wTD7s,269920,4
25,John Lennon,Imagine,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4
26,Ray Charles,What'd I Say,5ASgsifUe53WvOggVdP844,0.331,0.752,9,-12.081,1,0.0527,0.755,0.00041,0.285,0.669,94.029,audio_features,spotify:track:5ASgsifUe53WvOggVdP844,https://api.spotify.com/v1/tracks/5ASgsifUe53WvOggVdP844,https://api.spotify.com/v1/audio-analysis/5ASgsifUe53WvOggVdP844,340827,4
27,Little Richard,Tutti Frutti,2iXcvnD3d1gfLBum0cE5Eg,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,audio_features,spotify:track:2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/tracks/2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/audio-analysis/2iXcvnD3d1gfLBum0cE5Eg,144227,4
28,Michael Jackson,Billie Jean,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
29,The Jackson 5,I Want You Back,5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,audio_features,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4
30,The Byrds,Mr. Tambourine Man,2HCaIYjkvWSZzaSKUoOh3d,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,audio_features,spotify:track:2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/tracks/2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/audio-analysis/2HCaIYjkvWSZzaSKUoOh3d,149467,4
31,Gnarls Barkley,Crazy,2N5zMZX7YeL1tico8oQxa9,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,audio_features,spotify:track:2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/tracks/2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/audio-analysis/2N5zMZX7YeL1tico8oQxa9,182066,4
32,The Doors,Light My Fire,5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,audio_features,spotify:track:5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/tracks/5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/audio-analysis/5uvosCdMlFdTXhoazkTI5R,429760,4
33,The Rolling Stones,Sympathy for the Devil,1Ud6moTC0KyXMq1Oxfien0,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,audio_features,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,378147,4
34,The Clash,London Calling,5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,audio_features,spotify:track:5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/tracks/5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/audio-analysis/5jzma6gCzYtKB1DbEwFZKH,200480,4
35,The Four Tops,Reach Out (I'll Be There),21TLMicT1xwHp5StlDbQoE,0.669,0.654,3,-7.634,0,0.0311,0.127,0.0,0.112,0.73,119.807,audio_features,spotify:track:21TLMicT1xwHp5StlDbQoE,https://api.spotify.com/v1/tracks/21TLMicT1xwHp5StlDbQoE,https://api.spotify.com/v1/audio-analysis/21TLMicT1xwHp5StlDbQoE,194267,4
36,The Beatles,Hey Jude,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,audio_features,spotify:track:0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/tracks/0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/audio-analysis/0aym2LBJBk9DAYuHHutrIl,425653,4
37,Stevie Wonder,Superstition,1h2xVEoJORqrg71HocgqXd,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,audio_features,spotify:track:1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/tracks/1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/audio-analysis/1h2xVEoJORqrg71HocgqXd,245493,4
38,Smokey Robinson and The Miracles,The Tracks of My Tears,6QyQmdvQ1ywNccYa0pwLNQ,0.502,0.333,7,-10.914,1,0.0264,0.699,0.0,0.222,0.729,96.982,audio_features,spotify:track:6QyQmdvQ1ywNccYa0pwLNQ,https://api.spotify.com/v1/tracks/6QyQmdvQ1ywNccYa0pwLNQ,https://api.spotify.com/v1/audio-analysis/6QyQmdvQ1ywNccYa0pwLNQ,174360,4
39,The Rolling Stones,Jumpin' Jack Flash,1GOdYykgw2W0OcjPANvwgE,0.592,0.911,3,-6.641,1,0.0531,0.0812,0.634,0.0988,0.662,137.252,audio_features,spotify:track:1GOdYykgw2W0OcjPANvwgE,https://api.spotify.com/v1/tracks/1GOdYykgw2W0OcjPANvwgE,https://api.spotify.com/v1/audio-analysis/1GOdYykgw2W0OcjPANvwgE,223289,4
40,The Jimi Hendrix Experience,Purple Haze,1wVzaWcWFokOmspmaXoUhX,0.334,0.84,1,-10.238,1,0.169,0.127,0.757,0.269,0.469,130.44,audio_features,spotify:track:1wVzaWcWFokOmspmaXoUhX,https://api.spotify.com/v1/tracks/1wVzaWcWFokOmspmaXoUhX,https://api.spotify.com/v1/audio-analysis/1wVzaWcWFokOmspmaXoUhX,296587,4
41,OutKast,Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
42,R.E.M.,Losing My Religion,31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,audio_features,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4
43,Prince and The Revolution,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,audio_features,spotify:track:51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/tracks/51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/audio-analysis/51H2y6YrNNXcy3dfc3qSbA,352906,4
44,The Eagles,Hotel California,5Viurwg2LYZjky18hqJN7J,0.371,0.842,11,-8.09,0,0.138,0.365,3.98e-05,0.964,0.356,147.973,audio_features,spotify:track:5Viurwg2LYZjky18hqJN7J,https://api.spotify.com/v1/tracks/5Viurwg2LYZjky18hqJN7J,https://api.spotify.com/v1/audio-analysis/5Viurwg2LYZjky18hqJN7J,636933,4
45,Derek and The Dominos,Layla,2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,audio_features,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,https://api.spotify.com/v1/tracks/2kkvB3RNRzwjFdGhaUA0tz,https://api.spotify.com/v1/audio-analysis/2kkvB3RNRzwjFdGhaUA0tz,423840,4
46,The Verve,Bitter Sweet Symphony,57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,audio_features,spotify:track:57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw,357267,4
47,The Police,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
48,Pulp,Common People,2fXKyAyPrEa24c6PJyqznF,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,audio_features,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF,351627,4
49,The Beach Boys,God Only Knows,6iGU74CwXuT4XVepjc9Emf,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,audio_features,spotify:track:6iGU74CwXuT4XVepjc9Emf,https://api.spotify.com/v1/tracks/6iGU74CwXuT4XVepjc9Emf,https://api.spotify.com/v1/audio-analysis/6iGU74CwXuT4XVepjc9Emf,173040,4
50,Martha and The Vandellas,Dancing in the Street,6rLqjzGV5VMLDWEnuUqi8q,0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,audio_features,spotify:track:6rLqjzGV5VMLDWEnuUqi8q,https://api.spotify.com/v1/tracks/6rLqjzGV5VMLDWEnuUqi8q,https://api.spotify.com/v1/audio-analysis/6rLqjzGV5VMLDWEnuUqi8q,165227,4
51,New Order,Blue Monday,6hHc7Pks7wtBIW8Z6A0iFq,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,audio_features,spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/tracks/6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/audio-analysis/6hHc7Pks7wtBIW8Z6A0iFq,449160,4
52,The Kinks,Waterloo Sunset,3G0EALIIp5DAeIERxXBHmo,0.521,0.692,1,-7.377,0,0.0251,0.0976,0.0,0.187,0.432,107.704,audio_features,spotify:track:3G0EALIIp5DAeIERxXBHmo,https://api.spotify.com/v1/tracks/3G0EALIIp5DAeIERxXBHmo,https://api.spotify.com/v1/audio-analysis/3G0EALIIp5DAeIERxXBHmo,194520,4
53,Creedence Clearwater Revival,Proud Mary,6pxWv6GV35VGmcPf5dh6CH,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,audio_features,spotify:track:6pxWv6GV35VGmcPf5dh6CH,https://api.spotify.com/v1/tracks/6pxWv6GV35VGmcPf5dh6CH,https://api.spotify.com/v1/audio-analysis/6pxWv6GV35VGmcPf5dh6CH,187213,4
54,Elvis Presley,Hound Dog,64Ny7djQ6rNJspquof2KoX,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,audio_features,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027,4
55,Lou Reed,Walk on the Wild Side,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,audio_features,spotify:track:5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/tracks/5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/audio-analysis/5p3JunprHCxClJjOmcLV8G,254173,4
56,Beck,Loser,5PntSbMHC1ud6Vvl8x56qd,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000,4
57,David Bowie,Heroes,7Jh1bpe76CNTCgdgAdBw4Z,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,audio_features,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
58,The Animals,House of the Rising Sun,7BY005dacJkbO6EPiOh2wb,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,audio_features,spotify:track:7BY005dacJkbO6EPiOh2wb,https://api.spotify.com/v1/tracks/7BY005dacJkbO6EPiOh2wb,https://api.spotify.com/v1/audio-analysis/7BY005dacJkbO6EPiOh2wb,271280,3
59,Al Green,Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4
60,Jerry Lee Lewis,Whole Lotta Shakin' Goin' On,2Yply65U0i60PA5XZMYNC2,0.509,0.696,5,-12.535,1,0.0501,0.43,0.0,0.351,0.747,91.463,audio_features,spotify:track:2Yply65U0i60PA5XZMYNC2,https://api.spotify.com/v1/tracks/2Yply65U0i60PA5XZMYNC2,https://api.spotify.com/v1/audio-analysis/2Yply65U0i60PA5XZMYNC2,161307,4
61,Massive,Unfinished Sympathy,0j5FJJOmmnXPd0XajFWkMF,0.592,0.835,7,-8.475,1,0.032,0.0393,0.209,0.665,0.703,114.436,audio_features,spotify:track:0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/tracks/0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/audio-analysis/0j5FJJOmmnXPd0XajFWkMF,308427,4
62,Elvis Presley,Suspicious Minds,1H5IfYyIIAlgDX8zguUzns,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,audio_features,spotify:track:1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/tracks/1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/audio-analysis/1H5IfYyIIAlgDX8zguUzns,261280,4
63,Ben E. King,Stand by Me,3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,spotify:track:3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/tracks/3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/audio-analysis/3SdTKo2uVsxFblQjpScoHy,180056,4
64,Queen,Bohemian Rhapsody,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
65,Simon and Garfunkel,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,audio_features,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,https://api.spotify.com/v1/tracks/6l8EbYRtQMgKOyc1gcDHF9,https://api.spotify.com/v1/audio-analysis/6l8EbYRtQMgKOyc1gcDHF9,293120,4
66,Franz Ferdinand,Take Me Out,20I8RduZC2PWMWTDCZuuAN,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027,4
67,Oasis,Live Forever,6TlQ5fbojNRuG0hPQMbxeW,0.286,0.822,9,-3.366,0,0.0381,2.31e-05,1.31e-05,0.353,0.19,90.96,audio_features,spotify:track:6TlQ5fbojNRuG0hPQMbxeW,https://api.spotify.com/v1/tracks/6TlQ5fbojNRuG0hPQMbxeW,https://api.spotify.com/v1/audio-analysis/6TlQ5fbojNRuG0hPQMbxeW,276667,4
