,artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
800,Fischerspooner,Emerge,3vyKSb9sAdXl0kQ1KnS9fY,0.607,0.734,10,-7.622,1,0.0445,0.0906,0.812,0.0925,0.569,147.941,audio_features,spotify:track:3vyKSb9sAdXl0kQ1KnS9fY,https://api.spotify.com/v1/tracks/3vyKSb9sAdXl0kQ1KnS9fY,https://api.spotify.com/v1/audio-analysis/3vyKSb9sAdXl0kQ1KnS9fY,288307,4
801,Ray Charles,"Hit the Road, Jack",5dUMh0ugelpKfoFp3qChuK,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,audio_features,spotify:track:5dUMh0ugelpKfoFp3qChuK,https://api.spotify.com/v1/tracks/5dUMh0ugelpKfoFp3qChuK,https://api.spotify.com/v1/audio-analysis/5dUMh0ugelpKfoFp3qChuK,119880,4
802,Talking Heads,Life During Wartime,7CqleiaEqHVazV19P532X9,0.801,0.93,9,-7.365,1,0.0354,0.0806,0.152,0.0558,0.967,133.255,audio_features,spotify:track:7CqleiaEqHVazV19P532X9,https://api.spotify.com/v1/tracks/7CqleiaEqHVazV19P532X9,https://api.spotify.com/v1/audio-analysis/7CqleiaEqHVazV19P532X9,221320,4
803,Elvis Presley,Blue Moon of Kentucky,18LwhRYqFsJjUH3Q4dMIr7,0.697,0.474,9,-10.164,1,0.0345,0.843,0.0181,0.0821,0.868,111.221,audio_features,spotify:track:18LwhRYqFsJjUH3Q4dMIr7,https://api.spotify.com/v1/tracks/18LwhRYqFsJjUH3Q4dMIr7,https://api.spotify.com/v1/audio-analysis/18LwhRYqFsJjUH3Q4dMIr7,126987,4
804,Nirvana,About a Girl,2SHTKB8YYlawTGIuJ2b2ok,0.413,0.875,6,-7.48,0,0.031,5.13e-06,0.00058,0.209,0.575,131.951,audio_features,spotify:track:2SHTKB8YYlawTGIuJ2b2ok,https://api.spotify.com/v1/tracks/2SHTKB8YYlawTGIuJ2b2ok,https://api.spotify.com/v1/audio-analysis/2SHTKB8YYlawTGIuJ2b2ok,168429,4
805,Brenda Lee,I'm Sorry,6qAzb3rsqoC3YDFbWWExHF,0.541,0.269,10,-11.77,1,0.0293,0.87,0.000224,0.125,0.342,102.123,audio_features,spotify:track:6qAzb3rsqoC3YDFbWWExHF,https://api.spotify.com/v1/tracks/6qAzb3rsqoC3YDFbWWExHF,https://api.spotify.com/v1/audio-analysis/6qAzb3rsqoC3YDFbWWExHF,158360,3
806,Robert Johnson,Hellhound on My Trail,2KkJj006V93x8d9dXpgmIg,0.546,0.169,6,-13.852,0,0.0377,0.976,3.15e-05,0.133,0.549,96.297,audio_features,spotify:track:2KkJj006V93x8d9dXpgmIg,https://api.spotify.com/v1/tracks/2KkJj006V93x8d9dXpgmIg,https://api.spotify.com/v1/audio-analysis/2KkJj006V93x8d9dXpgmIg,154467,4
807,PM Dawn,Set Adrift on Memory Bliss,1n00Xu0vbe6jUaR3df4hqX,0.759,0.834,7,-5.13,1,0.161,0.0489,0.0,0.26,0.763,98.979,audio_features,spotify:track:1n00Xu0vbe6jUaR3df4hqX,https://api.spotify.com/v1/tracks/1n00Xu0vbe6jUaR3df4hqX,https://api.spotify.com/v1/audio-analysis/1n00Xu0vbe6jUaR3df4hqX,252186,4
808,LCD Soundsystem,Daft Punk Is Playing at My House,73mlvsfJM2qwlDUJxeaatI,0.92,0.914,7,-4.555,1,0.0444,0.0222,7.62e-05,0.114,0.974,135.923,audio_features,spotify:track:73mlvsfJM2qwlDUJxeaatI,https://api.spotify.com/v1/tracks/73mlvsfJM2qwlDUJxeaatI,https://api.spotify.com/v1/audio-analysis/73mlvsfJM2qwlDUJxeaatI,314557,4
809,The Carter Family,Wildwood Flower,6LXh42hEpcVLKtUgVkiKZi,0.696,0.299,4,-11.554,1,0.0299,0.98,0.0215,0.21,0.42,95.282,audio_features,spotify:track:6LXh42hEpcVLKtUgVkiKZi,https://api.spotify.com/v1/tracks/6LXh42hEpcVLKtUgVkiKZi,https://api.spotify.com/v1/audio-analysis/6LXh42hEpcVLKtUgVkiKZi,195040,4
810,Petula Clark,Downtown,6S55C80YzjhSrCRRd1p80b,0.48,0.689,11,-7.921,1,0.0646,0.78,0.0,0.149,0.596,117.413,audio_features,spotify:track:6S55C80YzjhSrCRRd1p80b,https://api.spotify.com/v1/tracks/6S55C80YzjhSrCRRd1p80b,https://api.spotify.com/v1/audio-analysis/6S55C80YzjhSrCRRd1p80b,187760,4
811,CSS,Let's Make Love and Listen to Death from Above,1UDDeiefJTAYMMWFab9Rsh,0.838,0.73,10,-6.853,1,0.0556,0.00923,0.605,0.116,0.849,120.0,audio_features,spotify:track:1UDDeiefJTAYMMWFab9Rsh,https://api.spotify.com/v1/tracks/1UDDeiefJTAYMMWFab9Rsh,https://api.spotify.com/v1/audio-analysis/1UDDeiefJTAYMMWFab9Rsh,270120,4
812,Daft Punk,One More Time,0DiWol3AO6WpXZgp0goxAV,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,audio_features,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4
813,The Notorious B.I.G.,Hypnotize,7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,audio_features,spotify:track:7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j,229827,4
814,Ian Dury and The Blockheads,Sex and Drugs and Rock'n'roll,0VmTayc6Xw6YujsNXLWWJ2,0.552,0.892,9,-5.354,1,0.181,0.384,0.00581,0.527,0.733,110.242,audio_features,spotify:track:0VmTayc6Xw6YujsNXLWWJ2,https://api.spotify.com/v1/tracks/0VmTayc6Xw6YujsNXLWWJ2,https://api.spotify.com/v1/audio-analysis/0VmTayc6Xw6YujsNXLWWJ2,253053,4
815,Devo,(I Can't Get No) Satisfaction,5FzBxhIsZBFXDTVGWtV4IQ,0.878,0.655,9,-11.821,0,0.155,0.166,0.0228,0.0636,0.963,102.16,audio_features,spotify:track:5FzBxhIsZBFXDTVGWtV4IQ,https://api.spotify.com/v1/tracks/5FzBxhIsZBFXDTVGWtV4IQ,https://api.spotify.com/v1/audio-analysis/5FzBxhIsZBFXDTVGWtV4IQ,160093,4
816,Edith Piaf,La Vie En Rose,3lAun9V0YdTlCSIEXPvfsY,0.371,0.278,7,-8.596,0,0.0303,0.981,0.0,0.272,0.338,82.331,audio_features,spotify:track:3lAun9V0YdTlCSIEXPvfsY,https://api.spotify.com/v1/tracks/3lAun9V0YdTlCSIEXPvfsY,https://api.spotify.com/v1/audio-analysis/3lAun9V0YdTlCSIEXPvfsY,187733,4
817,Chuck Berry,Sweet Little Sixteen,4GWHrdyVTC0AWwuRgoWzE7,0.507,0.627,1,-7.838,1,0.0354,0.575,0.0,0.198,0.962,175.309,audio_features,spotify:track:4GWHrdyVTC0AWwuRgoWzE7,https://api.spotify.com/v1/tracks/4GWHrdyVTC0AWwuRgoWzE7,https://api.spotify.com/v1/audio-analysis/4GWHrdyVTC0AWwuRgoWzE7,180747,4
818,Pearl Jam,Alive,1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4
819,Joy Division,Atmosphere,7k42ztYdHyKWrKrENxwjkV,0.609,0.399,6,-10.79,1,0.03,0.242,0.406,0.109,0.469,119.937,audio_features,spotify:track:7k42ztYdHyKWrKrENxwjkV,https://api.spotify.com/v1/tracks/7k42ztYdHyKWrKrENxwjkV,https://api.spotify.com/v1/audio-analysis/7k42ztYdHyKWrKrENxwjkV,252093,4
820,Lou Reed,Perfect Day,4TOMI010Sd4ZAX4aZ5TS85,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,audio_features,spotify:track:4TOMI010Sd4ZAX4aZ5TS85,https://api.spotify.com/v1/tracks/4TOMI010Sd4ZAX4aZ5TS85,https://api.spotify.com/v1/audio-analysis/4TOMI010Sd4ZAX4aZ5TS85,225000,3
821,Manic Street Preachers,Motorcycle Emptiness,5ibELGcXGqX5x9TWFeNPxY,0.522,0.801,4,-3.641,1,0.0301,8.2e-06,0.0685,0.174,0.197,112.445,audio_features,spotify:track:5ibELGcXGqX5x9TWFeNPxY,https://api.spotify.com/v1/tracks/5ibELGcXGqX5x9TWFeNPxY,https://api.spotify.com/v1/audio-analysis/5ibELGcXGqX5x9TWFeNPxY,305707,4
822,The Verve,The Drugs Don't Work,15kLz0zNFdtsaJdXKSGmTU,0.442,0.52,0,-8.648,1,0.0261,0.184,0.0,0.154,0.177,77.437,audio_features,spotify:track:15kLz0zNFdtsaJdXKSGmTU,https://api.spotify.com/v1/tracks/15kLz0zNFdtsaJdXKSGmTU,https://api.spotify.com/v1/audio-analysis/15kLz0zNFdtsaJdXKSGmTU,304880,4
823,Nick Drake,River Man,3Uh7rAb7F0XGVpEEDwfH1k,0.473,0.118,8,-20.098,1,0.0339,0.852,0.735,0.112,0.0921,114.521,audio_features,spotify:track:3Uh7rAb7F0XGVpEEDwfH1k,https://api.spotify.com/v1/tracks/3Uh7rAb7F0XGVpEEDwfH1k,https://api.spotify.com/v1/audio-analysis/3Uh7rAb7F0XGVpEEDwfH1k,258680,5
824,Garbage,Stupid Girl,3fNf71Ktya4CYMqGM6eRud,0.634,0.756,1,-4.81,0,0.0332,0.00251,0.000441,0.0427,0.661,119.948,audio_features,spotify:track:3fNf71Ktya4CYMqGM6eRud,https://api.spotify.com/v1/tracks/3fNf71Ktya4CYMqGM6eRud,https://api.spotify.com/v1/audio-analysis/3fNf71Ktya4CYMqGM6eRud,258533,4
825,The Carpenters,We've Only Just Begun,6egDwGxJ7usnZvssKWknyz,0.577,0.507,6,-12.893,0,0.0279,0.177,0.614,0.149,0.154,86.911,audio_features,spotify:track:6egDwGxJ7usnZvssKWknyz,https://api.spotify.com/v1/tracks/6egDwGxJ7usnZvssKWknyz,https://api.spotify.com/v1/audio-analysis/6egDwGxJ7usnZvssKWknyz,179490,4
826,Count Basie,One O'Clock Jump,6DDhXGwCHmzT3EVoXr9lS2,0.566,0.245,1,-16.919,1,0.0636,0.897,0.00238,0.134,0.781,168.766,audio_features,spotify:track:6DDhXGwCHmzT3EVoXr9lS2,https://api.spotify.com/v1/tracks/6DDhXGwCHmzT3EVoXr9lS2,https://api.spotify.com/v1/audio-analysis/6DDhXGwCHmzT3EVoXr9lS2,182666,3
827,Van Morrison,Into the Mystic,3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,audio_features,spotify:track:3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/tracks/3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/audio-analysis/3lh3iiiJeiBXHSZw6u0kh6,205613,4
828,The Champs,Tequila,5gJKsGij5oGt5H5RSFYXPa,0.671,0.742,5,-9.912,1,0.0441,0.121,0.679,0.0601,0.897,89.748,audio_features,spotify:track:5gJKsGij5oGt5H5RSFYXPa,https://api.spotify.com/v1/tracks/5gJKsGij5oGt5H5RSFYXPa,https://api.spotify.com/v1/audio-analysis/5gJKsGij5oGt5H5RSFYXPa,135240,4
829,Herbie Hancock,Rockit,2nWHzbBWBOePUvAImQv2So,0.878,0.951,7,-5.077,1,0.069,0.0317,0.544,0.0614,0.607,111.334,audio_features,spotify:track:2nWHzbBWBOePUvAImQv2So,https://api.spotify.com/v1/tracks/2nWHzbBWBOePUvAImQv2So,https://api.spotify.com/v1/audio-analysis/2nWHzbBWBOePUvAImQv2So,325133,4
830,The Drifters,Up on the Roof,7cNRqg0lbiqBaGeOlA4AEU,0.693,0.29,8,-17.501,1,0.0334,0.706,1.49e-05,0.137,0.92,121.795,audio_features,spotify:track:7cNRqg0lbiqBaGeOlA4AEU,https://api.spotify.com/v1/tracks/7cNRqg0lbiqBaGeOlA4AEU,https://api.spotify.com/v1/audio-analysis/7cNRqg0lbiqBaGeOlA4AEU,157173,4
831,The Chiffons,One Fine Day,6vcG9EgeqJUSmmF65lxUm6,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,audio_features,spotify:track:6vcG9EgeqJUSmmF65lxUm6,https://api.spotify.com/v1/tracks/6vcG9EgeqJUSmmF65lxUm6,https://api.spotify.com/v1/audio-analysis/6vcG9EgeqJUSmmF65lxUm6,128200,4
832,Public Image Ltd.,Rise,6u91CCTziobh3twCDMBlEk,0.526,0.873,0,-5.28,1,0.0754,0.00795,7.36e-06,0.339,0.629,86.313,audio_features,spotify:track:6u91CCTziobh3twCDMBlEk,https://api.spotify.com/v1/tracks/6u91CCTziobh3twCDMBlEk,https://api.spotify.com/v1/audio-analysis/6u91CCTziobh3twCDMBlEk,378360,4
833,Peter Gabriel,Sledgehammer,4AUS8KNz7zX8XFu9L38GT0,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,audio_features,spotify:track:4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/tracks/4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/audio-analysis/4AUS8KNz7zX8XFu9L38GT0,311986,4
834,Johnny Burnette,The Train Kept A-Rollin',7s8spWIA65WP6vG18bXDP1,0.56,0.707,9,-7.556,1,0.0686,0.697,0.0,0.305,0.962,167.36,audio_features,spotify:track:7s8spWIA65WP6vG18bXDP1,https://api.spotify.com/v1/tracks/7s8spWIA65WP6vG18bXDP1,https://api.spotify.com/v1/audio-analysis/7s8spWIA65WP6vG18bXDP1,139453,4
835,Thunderclap Newman,Something in the Air,0emd9tHSVP4dK6UG4pcOFD,0.506,0.402,8,-11.743,0,0.0256,0.307,1.25e-05,0.0814,0.54,94.221,audio_features,spotify:track:0emd9tHSVP4dK6UG4pcOFD,https://api.spotify.com/v1/tracks/0emd9tHSVP4dK6UG4pcOFD,https://api.spotify.com/v1/audio-analysis/0emd9tHSVP4dK6UG4pcOFD,234360,4
836,The Kinks,All Day and All of the Night,1mfV2kv9RwFKVI8kEQlmOJ,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,audio_features,spotify:track:1mfV2kv9RwFKVI8kEQlmOJ,https://api.spotify.com/v1/tracks/1mfV2kv9RwFKVI8kEQlmOJ,https://api.spotify.com/v1/audio-analysis/1mfV2kv9RwFKVI8kEQlmOJ,142227,4
837,Bill Withers,Ain't No Sunshine,7F3WTjeqzK6wurRKoWgeNc,0.396,0.142,4,-13.021,0,0.0346,0.965,0.378,0.106,0.514,99.828,audio_features,spotify:track:7F3WTjeqzK6wurRKoWgeNc,https://api.spotify.com/v1/tracks/7F3WTjeqzK6wurRKoWgeNc,https://api.spotify.com/v1/audio-analysis/7F3WTjeqzK6wurRKoWgeNc,245809,4
838,Tommy James and The Shondells,Crimson and Clover,74ohdXevc7VsXl96ofi3Kn,0.404,0.591,11,-12.277,1,0.0724,0.256,0.0346,0.177,0.654,82.44,audio_features,spotify:track:74ohdXevc7VsXl96ofi3Kn,https://api.spotify.com/v1/tracks/74ohdXevc7VsXl96ofi3Kn,https://api.spotify.com/v1/audio-analysis/74ohdXevc7VsXl96ofi3Kn,208667,4
839,Cab Calloway & His Orchestra,Minnie the Moocher,2JOJBxwRHWYcdXiOxZmoFv,0.512,0.322,0,-12.694,1,0.124,0.848,0.0,0.71,0.451,96.92,audio_features,spotify:track:2JOJBxwRHWYcdXiOxZmoFv,https://api.spotify.com/v1/tracks/2JOJBxwRHWYcdXiOxZmoFv,https://api.spotify.com/v1/audio-analysis/2JOJBxwRHWYcdXiOxZmoFv,194133,4
840,Everything But the Girl,Missing (Todd Terry Remix),1waLmkUyMq0M5ACmf5SG7q,0.723,0.721,9,-9.389,0,0.0301,0.0249,0.0108,0.0545,0.646,123.488,audio_features,spotify:track:1waLmkUyMq0M5ACmf5SG7q,https://api.spotify.com/v1/tracks/1waLmkUyMq0M5ACmf5SG7q,https://api.spotify.com/v1/audio-analysis/1waLmkUyMq0M5ACmf5SG7q,236293,4
841,The Beach Boys,In My Room,62fX8EW16l8St2yL8rMer9,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,audio_features,spotify:track:62fX8EW16l8St2yL8rMer9,https://api.spotify.com/v1/tracks/62fX8EW16l8St2yL8rMer9,https://api.spotify.com/v1/audio-analysis/62fX8EW16l8St2yL8rMer9,134133,3
842,Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4
843,Mickey and Sylvia,Love Is Strange,66Yxbr2UODJjVBKdZtbnOL,0.57,0.301,0,-16.159,1,0.0341,0.679,8.23e-05,0.0473,0.808,121.694,audio_features,spotify:track:66Yxbr2UODJjVBKdZtbnOL,https://api.spotify.com/v1/tracks/66Yxbr2UODJjVBKdZtbnOL,https://api.spotify.com/v1/audio-analysis/66Yxbr2UODJjVBKdZtbnOL,173333,4
844,R.E.M.,Everybody Hurts,6PypGyiu0Y2lCDBN1XZEnP,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,audio_features,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/tracks/6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/audio-analysis/6PypGyiu0Y2lCDBN1XZEnP,320267,3
845,Marvin Gaye,Mercy Mercy Me,3IDc87lrpEHWFBASmgTgFV,0.498,0.634,6,-12.16,0,0.0475,0.328,0.748,0.0962,0.515,93.161,audio_features,spotify:track:3IDc87lrpEHWFBASmgTgFV,https://api.spotify.com/v1/tracks/3IDc87lrpEHWFBASmgTgFV,https://api.spotify.com/v1/audio-analysis/3IDc87lrpEHWFBASmgTgFV,193573,4
846,Kaiser Chiefs,I Predict a Riot,3EnyKqEJFylT6vU1KF0YyE,0.359,0.989,8,-1.735,1,0.0852,0.0169,0.0,0.132,0.285,158.878,audio_features,spotify:track:3EnyKqEJFylT6vU1KF0YyE,https://api.spotify.com/v1/tracks/3EnyKqEJFylT6vU1KF0YyE,https://api.spotify.com/v1/audio-analysis/3EnyKqEJFylT6vU1KF0YyE,232413,4
847,George Clinton,Atomic Dog,4cgodXjv4TfrooNQxvlO4O,0.899,0.491,6,-11.043,0,0.258,0.148,3.82e-06,0.411,0.826,107.706,audio_features,spotify:track:4cgodXjv4TfrooNQxvlO4O,https://api.spotify.com/v1/tracks/4cgodXjv4TfrooNQxvlO4O,https://api.spotify.com/v1/audio-analysis/4cgodXjv4TfrooNQxvlO4O,287107,4
848,A Guy Called Gerald,Voodoo Ray,1Ex3FSidOBkODU3pcsCRYK,0.683,0.787,2,-9.035,1,0.0602,0.0303,0.00966,0.0723,0.651,119.505,audio_features,spotify:track:1Ex3FSidOBkODU3pcsCRYK,https://api.spotify.com/v1/tracks/1Ex3FSidOBkODU3pcsCRYK,https://api.spotify.com/v1/audio-analysis/1Ex3FSidOBkODU3pcsCRYK,267107,4
849,Pretenders,Middle of the Road,1YhyOTcVjHe73cm6tYrHkA,0.488,0.959,9,-5.575,1,0.0758,0.00333,0.0767,0.025,0.67,166.799,audio_features,spotify:track:1YhyOTcVjHe73cm6tYrHkA,https://api.spotify.com/v1/tracks/1YhyOTcVjHe73cm6tYrHkA,https://api.spotify.com/v1/audio-analysis/1YhyOTcVjHe73cm6tYrHkA,254293,4
850,Danny and The Juniors,At the Hop,4LcrHUkRmXG3c0YD5VYutn,0.407,0.826,8,-8.29,1,0.0495,0.693,1.57e-05,0.285,0.891,192.21,audio_features,spotify:track:4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/tracks/4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/audio-analysis/4LcrHUkRmXG3c0YD5VYutn,150867,4
851,T-Bone Walker,Call It Stormy Monday (But Tuesday's Just As Bad),7uMiAVsZy9Iash5gPsoTxe,0.621,0.134,0,-15.836,1,0.0496,0.853,0.0568,0.0412,0.44,103.782,audio_features,spotify:track:7uMiAVsZy9Iash5gPsoTxe,https://api.spotify.com/v1/tracks/7uMiAVsZy9Iash5gPsoTxe,https://api.spotify.com/v1/audio-analysis/7uMiAVsZy9Iash5gPsoTxe,183027,4
852,The Drifters,On Broadway,3CH8M5lB931faZDzjCTfVW,0.738,0.356,1,-14.788,1,0.0341,0.548,0.0,0.248,0.862,108.58,audio_features,spotify:track:3CH8M5lB931faZDzjCTfVW,https://api.spotify.com/v1/tracks/3CH8M5lB931faZDzjCTfVW,https://api.spotify.com/v1/audio-analysis/3CH8M5lB931faZDzjCTfVW,181213,4
853,Young M.C.,Bust a Move,3IeCYkdKI55mNMl2o4vX0k,0.946,0.772,4,-7.537,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,audio_features,spotify:track:3IeCYkdKI55mNMl2o4vX0k,https://api.spotify.com/v1/tracks/3IeCYkdKI55mNMl2o4vX0k,https://api.spotify.com/v1/audio-analysis/3IeCYkdKI55mNMl2o4vX0k,263914,4
854,Green Day,Longview,3LRJbFT9rKoKv4aW7PuBJC,0.381,0.732,10,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504,audio_features,spotify:track:3LRJbFT9rKoKv4aW7PuBJC,https://api.spotify.com/v1/tracks/3LRJbFT9rKoKv4aW7PuBJC,https://api.spotify.com/v1/audio-analysis/3LRJbFT9rKoKv4aW7PuBJC,233240,4
855,Parliament,Flash Light,1v1PV2wERHiMPesMWX0qmO,0.702,0.735,7,-10.458,0,0.0465,0.243,0.117,0.474,0.687,105.177,audio_features,spotify:track:1v1PV2wERHiMPesMWX0qmO,https://api.spotify.com/v1/tracks/1v1PV2wERHiMPesMWX0qmO,https://api.spotify.com/v1/audio-analysis/1v1PV2wERHiMPesMWX0qmO,346667,4
856,Nancy Sinatra,These Boots Are Made for Walking,1tH8ycIrUoZt94f82MrVL5,0.721,0.424,4,-11.943,1,0.0618,0.427,2.27e-06,0.23,0.404,82.739,audio_features,spotify:track:1tH8ycIrUoZt94f82MrVL5,https://api.spotify.com/v1/tracks/1tH8ycIrUoZt94f82MrVL5,https://api.spotify.com/v1/audio-analysis/1tH8ycIrUoZt94f82MrVL5,162600,4
857,The Replacements,I Will Dare,1MV5BzujqyRQ417qj0rXNS,0.456,0.857,7,-5.854,1,0.0833,0.00157,0.0344,0.333,0.559,167.709,audio_features,spotify:track:1MV5BzujqyRQ417qj0rXNS,https://api.spotify.com/v1/tracks/1MV5BzujqyRQ417qj0rXNS,https://api.spotify.com/v1/audio-analysis/1MV5BzujqyRQ417qj0rXNS,197427,4
858,Bob Dylan,Mr. Tambourine Man,3RkQ3UwOyPqpIiIvGVewuU,0.39,0.31,5,-14.545,1,0.0676,0.794,0.0,0.379,0.584,177.515,audio_features,spotify:track:3RkQ3UwOyPqpIiIvGVewuU,https://api.spotify.com/v1/tracks/3RkQ3UwOyPqpIiIvGVewuU,https://api.spotify.com/v1/audio-analysis/3RkQ3UwOyPqpIiIvGVewuU,330533,4
859,Linda Ronstadt,You're No Good,0jTyjoIkknooAyNpwbFuCT,0.673,0.662,8,-5.685,1,0.0353,0.256,0.000281,0.049,0.594,104.99,audio_features,spotify:track:0jTyjoIkknooAyNpwbFuCT,https://api.spotify.com/v1/tracks/0jTyjoIkknooAyNpwbFuCT,https://api.spotify.com/v1/audio-analysis/0jTyjoIkknooAyNpwbFuCT,221933,4
860,Sam Cooke,Wonderful World,7jVBSPLSbL1jKVBDMXlRCx,0.588,0.561,11,-10.438,1,0.0406,0.56,0.0,0.276,0.943,128.6,audio_features,spotify:track:7jVBSPLSbL1jKVBDMXlRCx,https://api.spotify.com/v1/tracks/7jVBSPLSbL1jKVBDMXlRCx,https://api.spotify.com/v1/audio-analysis/7jVBSPLSbL1jKVBDMXlRCx,127187,4
861,Jimmie Davis,You Are My Sunshine,2xGDWFTlEYIaPkS9ahOXBz,0.827,0.155,4,-13.437,1,0.0409,0.955,0.0,0.108,0.827,89.904,audio_features,spotify:track:2xGDWFTlEYIaPkS9ahOXBz,https://api.spotify.com/v1/tracks/2xGDWFTlEYIaPkS9ahOXBz,https://api.spotify.com/v1/audio-analysis/2xGDWFTlEYIaPkS9ahOXBz,160907,4
862,Bloc Party,Banquet,2YxXuCdbUpil3P7tRjhW1t,0.578,0.892,10,-7.952,0,0.0441,0.000139,0.0111,0.215,0.892,150.253,audio_features,spotify:track:2YxXuCdbUpil3P7tRjhW1t,https://api.spotify.com/v1/tracks/2YxXuCdbUpil3P7tRjhW1t,https://api.spotify.com/v1/audio-analysis/2YxXuCdbUpil3P7tRjhW1t,196613,4
863,Mr. Oizo,Flat Beat,5jaVyz2GDdesyu01cBbOSc,0.94,0.425,0,-11.584,1,0.55,0.00021,0.486,0.273,0.499,128.989,audio_features,spotify:track:5jaVyz2GDdesyu01cBbOSc,https://api.spotify.com/v1/tracks/5jaVyz2GDdesyu01cBbOSc,https://api.spotify.com/v1/audio-analysis/5jaVyz2GDdesyu01cBbOSc,316973,4
864,Paul McCartney and Wings,Jet,4D40ZlFAWsvX7lua1Kablh,0.504,0.739,9,-7.265,1,0.0316,0.0179,0.08,0.0949,0.417,128.918,audio_features,spotify:track:4D40ZlFAWsvX7lua1Kablh,https://api.spotify.com/v1/tracks/4D40ZlFAWsvX7lua1Kablh,https://api.spotify.com/v1/audio-analysis/4D40ZlFAWsvX7lua1Kablh,248360,4
865,R.E.M.,"What's the Frequency, Kenneth",7ywlnXV5O0h8T5pCRUN1f5,0.369,0.948,2,-3.923,1,0.0376,0.141,0.253,0.169,0.696,94.459,audio_features,spotify:track:7ywlnXV5O0h8T5pCRUN1f5,https://api.spotify.com/v1/tracks/7ywlnXV5O0h8T5pCRUN1f5,https://api.spotify.com/v1/audio-analysis/7ywlnXV5O0h8T5pCRUN1f5,240307,4
866,Maurice Williams and The Zodiacs,Stay,5IVaPiiBCUgsNp3kWeU5c2,0.489,0.713,8,-9.811,0,0.0644,0.833,0.0,0.308,0.688,123.619,audio_features,spotify:track:5IVaPiiBCUgsNp3kWeU5c2,https://api.spotify.com/v1/tracks/5IVaPiiBCUgsNp3kWeU5c2,https://api.spotify.com/v1/audio-analysis/5IVaPiiBCUgsNp3kWeU5c2,97627,4
867,Suede,The Drowners,5eNMSdh1hY72WrpaBZjA4B,0.441,0.904,8,-4.777,1,0.0389,0.0457,0.0,0.0853,0.649,148.06,audio_features,spotify:track:5eNMSdh1hY72WrpaBZjA4B,https://api.spotify.com/v1/tracks/5eNMSdh1hY72WrpaBZjA4B,https://api.spotify.com/v1/audio-analysis/5eNMSdh1hY72WrpaBZjA4B,250160,4
